,area_type,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk
9994,Built-up  Area,1,99.61197661668707,600.0,1.0,1.0,35.0,Camp,0.01145950909682233,1
9995,Super built-up  Area,0,73.60653270001113,1160.0,2.0,2.0,39.0,Chandan Nagar,0.022172906583000133,2
9996,Super built-up  Area,1,97.39783536154788,1950.0,2.0,2.0,89.5,Dapodi,0.037286449465286677,3
9997,Super built-up  Area,1,78.68096544545826,1650.0,3.0,1.0,85.0,Deccan Gymkhana,0.03154712938340571,3
9998,Built-up  Area,1,128.2697082088187,2400.0,4.0,1.0,150.0,Dehu Road,0.045895429588108126,1
9999,Super built-up  Area,1,60.61128586471309,795.0,1.0,1.0,32.6,Dhankawadi,0.015190067150044957,2
10000,Plot  Area,1,128.2697082088187,800.0,5.0,1.0,95.0,Dhayari Phata,0.015285722484742975,1
10001,Plot  Area,1,128.2697082088187,1400.0,5.0,1.0,97.0,Dhole Patil Road,0.026764362648504906,1
10002,Super built-up  Area,1,128.2697082088187,2285.0,4.0,1.0,165.0,Erandwane,0.04369535689005376,3
10003,Super built-up  Area,1,57.98737921923548,1243.0,2.0,2.0,46.0,Fatima Nagar,0.0237607851389872,2
10004,Super built-up  Area,1,95.59597995716035,1263.0,2.0,1.0,51.5,Fergusson College Road,0.024143406477779267,2
10005,Super built-up  Area,1,128.2697082088187,1200.0,4.0,2.0,115.0,Ganesh Peth,0.022938149260584264,5
10006,Super built-up  Area,1,91.45898246251531,1345.0,2.0,1.0,69.0,Ganeshkhind,0.02571215396682673,3
10007,Built-up  Area,1,128.2697082088187,4400.0,5.0,3.0,240.0,Ghorpade Peth,0.08415756346731457,1
10008,Super built-up  Area,1,59.40839114262496,1360.0,2.0,1.0,58.0,Ghorpadi,0.02599911997092078,3
10009,Super built-up  Area,1,128.2697082088187,1026.0,2.0,1.0,60.55,Gokhale Nagar,0.019609343613093303,2
10010,Super built-up  Area,1,128.2697082088187,1050.0,2.0,2.0,38.0,Gultekdi,0.02006848921964378,2
10011,Super built-up  Area,1,128.2697082088187,1460.0,3.0,3.0,76.0,Guruwar peth,0.0279122266648811,3
10012,Super built-up  Area,1,128.2697082088187,1525.0,2.0,2.0,91.48,Hadapsar,0.02915574601595531,3
10013,Built-up  Area,1,84.9594502939431,1843.0,3.0,2.0,85.0,Hadapsar Industrial Estate,0.035239425302749136,3
10014,Super built-up  Area,0,128.2697082088187,1000.0,2.0,3.0,25.0,Hingne Khurd,0.01911193587266362,2
10015,Super built-up  Area,1,113.04798997858018,1642.0,2.0,1.0,115.0,Jangali Maharaj Road,0.03139408084788889,3
10016,Plot  Area,1,128.2697082088187,1200.0,2.0,0.0,66.0,Kalyani Nagar,0.022938149260584264,1
10017,Super built-up  Area,1,128.2697082088187,975.0,2.0,1.0,60.0,Karve Nagar,0.01863365919917354,2
10018,Super built-up  Area,1,48.08457926727495,1075.0,2.0,1.0,44.0,Karve Road,0.02054676589313386,3
10019,Super built-up  Area,0,128.2697082088187,1210.0,2.0,1.0,77.93,Kasba Peth,0.023129459929980296,2
10020,Super built-up  Area,1,128.2697082088187,2000.0,3.0,2.0,100.0,Katraj,0.03824300281226684,3
10021,Super built-up  Area,1,89.31282274828008,1225.0,2.0,0.0,68.0,Khadaki,0.023416425934074343,2
10022,Super built-up  Area,1,97.13168151539404,1290.0,2.0,1.0,80.04,Khadki,0.024659945285148553,2
10023,Built-up  Area,1,128.2697082088187,1220.0,2.0,0.0,56.0,Kharadi,0.023320770599376327,2
10024,Plot  Area,1,128.2697082088187,1500.0,2.0,0.0,85.0,Kondhwa,0.02867746934246523,1
10025,Super built-up  Area,1,106.94530995002042,1361.0,2.0,2.0,79.0,Kondhwa Budruk,0.02601825103786038,2
10026,Plot  Area,1,128.2697082088187,2801.25,4.0,1.0,462.0,Kondhwa Khurd,0.05357177019762392,1
10027,Built-up  Area,1,109.96353996668027,1394.0,2.0,2.0,85.0,Koregaon Park,0.026649576246867288,2
10028,Super built-up  Area,1,128.2697082088187,870.0,2.0,1.0,27.0,Kothrud,0.0166248971705152,2
10029,Plot  Area,1,128.2697082088187,5000.0,5.0,3.0,300.0,Law College Road,0.0956362036310765,1
10030,Super built-up  Area,0,131.31465107779138,1222.0,2.0,2.0,98.0,Laxmi Road,0.023359032733255534,2
10031,Super built-up  Area,1,117.68957156316435,1420.0,2.0,1.0,99.39,Lulla Nagar,0.027146983987296973,2
10032,Super built-up  Area,1,128.2697082088187,1846.0,3.0,2.0,135.0,Mahatma Gandhi Road,0.035296818503567945,3
10033,Plot  Area,1,128.2697082088187,1688.12,2.0,1.0,270.0,Mangalwar peth,0.032276405655143385,1
10034,Super built-up  Area,1,81.66943719400246,1167.0,2.0,2.0,64.08,Manik Bagh,0.022306824051577356,2
10035,Super built-up  Area,1,128.2697082088187,902.0,2.0,2.0,25.0,Market yard,0.0172370913125825,2
10036,Super built-up  Area,1,128.2697082088187,2422.0,4.0,3.0,135.0,Model colony,0.0463163130607794,4
10037,Super built-up  Area,1,128.2697082088187,1050.0,2.0,2.0,52.5,Mukund Nagar,0.02006848921964378,2
10038,Built-up  Area,1,128.2697082088187,1000.0,2.0,0.0,50.0,Mundhawa,0.01911193587266362,2
10039,Built-up  Area,1,128.2697082088187,1260.0,2.0,0.0,58.0,Nagar Road,0.024086013276960454,2
10040,Built-up  Area,1,128.2697082088187,3000.0,3.0,2.0,450.0,Nana Peth,0.05737406975187006,1
10041,Super built-up  Area,1,66.2068743880049,939.0,2.0,2.0,39.0,Narayan Peth,0.017944940789347823,2
10042,Plot  Area,1,128.2697082088187,1590.0,6.0,1.0,150.0,Narayangaon,0.03039926536702952,1
10043,Plot  Area,1,128.2697082088187,600.0,1.0,0.0,37.0,Navi Peth,0.01145950909682233,1
10044,Built-up  Area,1,128.2697082088187,1298.0,2.0,1.0,59.0,Padmavati,0.024812993820665378,2
10045,Super built-up  Area,1,112.59288109445124,1710.0,3.0,2.0,135.0,Parvati Darshan,0.03269499339978191,3
10046,Super built-up  Area,1,92.66740852858892,1000.0,2.0,1.0,45.0,Pashan,0.01911193587266362,2
10047,Super built-up  Area,1,116.09597995716035,3350.0,3.0,3.0,150.0,Paud Road,0.06406994318073118,3
10048,Plot  Area,1,128.2697082088187,1200.0,4.0,1.0,138.0,Pirangut,0.022938149260584264,1
10049,Built-up  Area,1,128.2697082088187,1100.0,2.0,2.0,68.0,Prabhat Road,0.02102504256662394,2
10050,Super built-up  Area,1,85.0176549750102,615.0,1.0,1.0,46.0,Pune Railway Station,0.011746475100916379,1
10051,Super built-up  Area,0,96.18930229615856,1350.0,2.0,1.0,85.0,Rasta Peth,0.025807809301524747,2
10052,Built-up  Area,1,128.2697082088187,5000.0,5.0,2.0,325.0,Raviwar Peth,0.0956362036310765,1
10053,Super built-up  Area,1,429.06718597001225,2700.0,3.0,1.0,501.0,Sadashiv Peth,0.05163474966998909,3
10054,Plot  Area,1,128.2697082088187,4000.0,6.0,2.0,460.0,Sahakar Nagar,0.07650513669147328,1
10055,Super built-up  Area,1,116.06107815455658,1718.0,3.0,2.0,130.0,Salunke Vihar,0.03284804193529873,3
10056,Super built-up  Area,1,116.7068743880049,1680.0,3.0,2.0,112.0,Sasson Road,0.03212106139159381,3
10057,Plot  Area,1,128.2697082088187,1500.0,2.0,0.0,90.0,Satara Road,0.02867746934246523,1
10058,Super built-up  Area,0,67.73087438800489,1157.0,2.0,1.0,72.0,Senapati Bapat Road,0.022115513382181325,3
10059,Super built-up  Area,1,128.2697082088187,1179.0,2.0,1.0,51.0,Shaniwar Peth,0.022536396854852595,2
10060,Super built-up  Area,0,128.2697082088187,1105.0,2.0,2.0,28.18,Shukrawar Peth,0.021120697901321955,2
10061,Super built-up  Area,1,106.7843084052696,1800.0,3.0,2.0,175.0,Sinhagad Road,0.03441678942434619,3
10062,Super built-up  Area,1,74.81783536154788,1010.0,2.0,1.0,52.0,Somwar Peth,0.01930324654205965,2
10063,Super built-up  Area,0,74.32373814259485,630.0,1.0,1.0,46.0,Swargate,0.012033441105010426,1
10064,Plot  Area,0,128.2697082088187,1200.0,2.0,1.0,36.1,Tilak Road,0.022938149260584264,1
10065,Super built-up  Area,1,128.2697082088187,1025.0,2.0,1.0,60.0,Uruli Devachi,0.019590212546153698,2
10066,Super built-up  Area,1,128.2697082088187,1195.0,2.0,2.0,59.0,Vadgaon Budruk,0.022842493925886248,2
10067,Super built-up  Area,0,99.23883710001749,1012.0,2.0,1.0,58.0,Wadgaon Sheri,0.019341508675938857,2
10068,Super built-up  Area,1,121.97812398000816,1884.0,4.0,2.0,118.0,Viman Nagar,0.03602379904727287,3
10069,Super built-up  Area,1,73.70418597001225,1090.0,2.0,1.0,37.0,Vishrant Wadi,0.020833731897227908,2
10070,Super built-up  Area,1,91.6365614071516,1300.0,3.0,2.0,77.99,Wagholi,0.024851255954544585,3
10071,Super built-up  Area,1,135.9635399666803,2950.0,4.0,2.0,250.0,Wakadewadi,0.0564175164048899,4
10072,Super built-up  Area,1,98.30598830834354,1710.0,3.0,3.0,85.0,Wanowrie,0.03269499339978191,3
10073,Super built-up  Area,1,128.2697082088187,1500.0,3.0,1.0,68.0,Warje,0.02867746934246523,3
10074,Super built-up  Area,1,90.52455138573178,1310.0,2.0,2.0,53.0,Yerawada,0.025042566623940617,3
10075,Super built-up  Area,0,128.2697082088187,674.0,1.0,1.0,19.9,Alandi Road,0.012875208050352967,2
10076,Built-up  Area,1,128.2697082088187,1350.0,3.0,2.0,70.0,Ambegaon Budruk,0.025807809301524747,3
10077,Built-up  Area,1,116.63932164167687,1464.0,2.0,2.0,115.0,Anandnagar,0.027988750932639514,3
10078,Built-up  Area,1,64.15198724546568,715.0,2.0,1.0,29.0,Aundh,0.0136595817948767,3
10079,Built-up  Area,0,128.2697082088187,1400.0,2.0,1.0,40.45,Aundh Road,0.026764362648504906,3
10080,Super built-up  Area,0,88.66023246251531,1625.0,2.0,2.0,48.75,Balaji Nagar,0.03106885270991563,3
10081,Built-up  Area,0,128.2697082088187,1065.0,2.0,1.0,30.76,Baner,0.02035545522373783,2
10082,Plot  Area,1,128.2697082088187,510.0,4.0,1.0,70.0,Baner road,0.00973771307225804,1
10083,Super built-up  Area,1,128.2697082088187,1385.0,3.0,3.0,90.0,Bhandarkar Road,0.02647739664441086,3
10084,Super built-up  Area,1,95.38169424287464,1040.0,2.0,1.0,50.0,Bhavani Peth,0.01987717855024775,2
10085,Super built-up  Area,1,128.2697082088187,1817.0,3.0,2.0,110.0,Bibvewadi,0.03474201756231945,3
10086,Super built-up  Area,1,79.42353996668027,1205.0,2.0,1.0,47.0,Bopodi,0.02303380459528228,2
10087,Super built-up  Area,1,128.2697082088187,1070.0,2.0,2.0,33.43,Budhwar Peth,0.020451110558435844,2
10088,Super built-up  Area,1,128.2697082088187,1070.0,2.0,1.0,52.0,Bund Garden Road,0.020451110558435844,2
10089,Super built-up  Area,1,128.2697082088187,1340.0,2.0,1.0,75.0,Camp,0.025616498632128715,2
10090,Super built-up  Area,1,83.83398246251531,980.0,2.0,2.0,35.0,Chandan Nagar,0.018729314533871555,2
10091,Built-up  Area,1,101.11197661668707,1006.0,2.0,0.0,44.0,Dapodi,0.019226722274301236,2
10092,Super built-up  Area,1,84.79039744909315,1098.0,2.0,1.0,71.0,Deccan Gymkhana,0.020986780432744736,2
10093,Built-up  Area,1,102.69530995002042,1200.0,2.0,1.0,53.5,Dehu Road,0.022938149260584264,2
10094,Super built-up  Area,1,163.15485463750218,4190.0,4.0,2.0,325.0,Dhankawadi,0.08014003940999789,4
10095,Super built-up  Area,1,96.82187410000721,1019.0,2.0,1.0,62.0,Dhayari Phata,0.01947542614451608,2
10096,Super built-up  Area,0,128.2697082088187,1150.0,2.0,2.0,40.21,Dhole Patil Road,0.0219815959136041,2
10097,Plot  Area,1,99.88169424287464,1733.5,3.0,1.0,120.0,Erandwane,0.03314457347286258,1
10098,Super built-up  Area,1,153.2388371000175,1415.0,2.0,2.0,120.0,Fatima Nagar,0.027051328652598957,2
10099,Built-up  Area,0,128.2697082088187,1750.0,3.0,2.0,58.0,Fergusson College Road,0.033460236077366035,3
10100,Super built-up  Area,0,128.2697082088187,1537.0,3.0,2.0,81.0,Ganesh Peth,0.02938531881923055,3
10101,Built-up  Area,1,87.5589824625153,1050.0,2.0,2.0,45.0,Ganeshkhind,0.02006848921964378,2
10102,Super built-up  Area,1,68.75633884857493,1452.0,3.0,3.0,55.6,Ghorpade Peth,0.027759178129364275,3
10103,Super built-up  Area,1,117.51909552223583,1246.0,2.0,1.0,95.0,Ghorpadi,0.023818178339806012,2
10104,Built-up  Area,1,96.63020663334694,1890.0,4.0,2.0,85.0,Gokhale Nagar,0.036138585448910486,3
10105,Super built-up  Area,0,67.54441855000876,972.0,2.0,1.0,40.0,Gultekdi,0.018576265998354727,2
10106,Plot  Area,1,128.2697082088187,10624.0,4.0,2.0,2340.0,Guruwar peth,0.20322932409940503,1
10107,Plot  Area,1,138.1857621889025,1500.0,5.0,3.0,160.0,Hadapsar,0.02867746934246523,1
10108,Super built-up  Area,0,74.32373814259485,630.0,1.0,1.0,33.7,Hadapsar Industrial Estate,0.012033441105010426,1
10109,Plot  Area,0,128.2697082088187,1050.0,5.0,0.0,80.0,Hingne Khurd,0.02006848921964378,1
10110,Built-up  Area,1,128.2697082088187,1255.0,2.0,1.0,60.0,Jangali Maharaj Road,0.02399035794226244,3
10111,Plot  Area,1,128.2697082088187,1900.0,4.0,2.0,185.0,Kalyani Nagar,0.03632989611830652,1
10112,Plot  Area,1,128.2697082088187,2440.0,3.0,1.0,142.0,Karve Nagar,0.04666067226569226,1
10113,Super built-up  Area,0,76.25220314211171,1938.0,3.0,3.0,92.69,Karve Road,0.03705687666201144,3
10114,Super built-up  Area,1,128.2697082088187,1711.0,3.0,2.0,125.0,Kasba Peth,0.032714124466721506,3
10115,Plot  Area,1,128.2697082088187,1200.0,4.0,3.0,240.0,Katraj,0.022938149260584264,1
10116,Super built-up  Area,0,115.17812398000817,1392.0,2.0,1.0,95.0,Khadaki,0.02661131411298808,2
10117,Super built-up  Area,0,102.7643745864898,1225.0,2.0,1.0,77.0,Khadki,0.023416425934074343,2
10118,Super built-up  Area,1,145.7454035117719,3418.0,3.0,2.0,235.0,Kharadi,0.0653708557326242,4
10119,Super built-up  Area,1,116.60653270001113,1750.0,3.0,2.0,120.0,Kondhwa,0.033460236077366035,3
10120,Super built-up  Area,1,85.53536103684856,1260.0,2.0,1.0,80.0,Kondhwa Budruk,0.024086013276960454,3
10121,Super built-up  Area,0,67.73087438800489,691.0,1.0,1.0,31.1,Kondhwa Khurd,0.013200436188326222,1
10122,Plot  Area,1,128.2697082088187,2400.0,3.0,2.0,400.0,Koregaon Park,0.045895429588108126,1
10123,Super built-up  Area,1,98.91699123125765,1285.0,2.0,1.0,78.0,Kothrud,0.024564289950450537,2
10124,Built-up  Area,1,101.09597995716035,1590.0,3.0,2.0,96.0,Law College Road,0.03039926536702952,3
10125,Super built-up  Area,1,104.61197661668707,1571.0,3.0,2.0,65.0,Laxmi Road,0.030035775095177058,3
10126,Built-up  Area,1,128.2697082088187,2800.0,5.0,1.0,220.0,Lulla Nagar,0.05354785636394942,1
10127,Super built-up  Area,1,128.2697082088187,1060.0,2.0,1.0,48.66,Mahatma Gandhi Road,0.020259799889039812,2
10128,Super built-up  Area,1,70.7922031421117,1255.0,2.0,1.0,58.0,Mangalwar peth,0.02399035794226244,2
10129,Plot  Area,1,128.2697082088187,702.0,4.0,0.0,65.0,Manik Bagh,0.013410877924661859,1
10130,Plot  Area,1,128.2697082088187,2400.0,2.0,2.0,185.0,Market yard,0.045895429588108126,1
10131,Super built-up  Area,1,83.1007240840937,1520.0,2.0,3.0,81.0,Model colony,0.029060090681257294,3
10132,Super built-up  Area,1,98.02597995716035,1170.0,2.0,1.0,45.51,Mundhawa,0.022364217252396165,2
10133,Super built-up  Area,1,128.2697082088187,1580.0,3.0,2.0,75.0,Nagar Road,0.030207954697633488,3
10134,Super built-up  Area,1,102.35937382308634,1777.26,3.0,2.0,89.0,Nana Peth,0.03398174896213962,3
10135,Super built-up  Area,1,51.87343364353085,1303.0,2.0,2.0,55.78,Narayan Peth,0.024908649155363394,2
10136,Built-up  Area,1,128.2697082088187,1680.0,2.0,3.0,59.0,Narayangaon,0.03212106139159381,2
10137,Built-up  Area,1,76.37298997858018,1495.0,2.0,2.0,70.0,Navi Peth,0.028581814007767214,3
10138,Super built-up  Area,0,110.80598830834354,1835.0,3.0,1.0,108.0,Padmavati,0.03508637676723231,3
10139,Plot  Area,1,128.2697082088187,610.0,3.0,1.0,60.0,Parvati Darshan,0.011650819766218363,1
10140,Built-up  Area,1,128.2697082088187,1080.0,2.0,2.0,38.0,Pashan,0.020642421227831876,2
10141,Built-up  Area,0,128.2697082088187,1025.0,2.0,1.0,29.61,Paud Road,0.019590212546153698,2
10142,Super built-up  Area,0,102.7643745864898,1225.0,2.0,1.0,67.48,Pirangut,0.023416425934074343,2
10143,Super built-up  Area,0,67.37528237381245,656.0,1.0,1.0,34.77,Prabhat Road,0.012530848845440111,1
10144,Super built-up  Area,1,88.20898246251531,994.0,2.0,2.0,45.0,Pune Railway Station,0.018997149471026,2
10145,Super built-up  Area,1,104.61197661668707,1025.0,2.0,1.0,65.0,Rasta Peth,0.019590212546153698,2
10146,Built-up  Area,1,95.23883710001749,1156.0,2.0,2.0,52.0,Raviwar Peth,0.02209638231524172,2
10147,Super built-up  Area,1,103.77864328335374,1250.0,2.0,2.0,60.0,Sadashiv Peth,0.023894702607564423,2
10148,Built-up  Area,1,158.42471451819296,3092.0,4.0,3.0,230.0,Sahakar Nagar,0.059134127910313555,1
10149,Super built-up  Area,1,121.97812398000816,1930.0,4.0,2.0,122.0,Salunke Vihar,0.03690382812649461,3
10150,Built-up  Area,1,105.44530995002042,1020.0,2.0,1.0,70.0,Sasson Road,0.019494557211455682,2
10151,Built-up  Area,1,128.2697082088187,1310.0,2.0,1.0,70.0,Satara Road,0.025042566623940617,3
10152,Built-up  Area,1,99.66740852858892,1322.0,2.0,3.0,70.0,Shaniwar Peth,0.025272139427215855,2
10153,Super built-up  Area,1,128.2697082088187,1160.0,2.0,2.0,57.0,Shivaji Nagar,0.022172906583000133,2
10154,Super built-up  Area,1,128.2697082088187,1100.0,2.0,2.0,48.0,Shukrawar Peth,0.02102504256662394,2
10155,Built-up  Area,1,103.42724561562883,1720.0,3.0,3.0,150.0,Sinhagad Road,0.03288630406917794,3
10156,Super built-up  Area,0,104.5848152764778,1689.0,3.0,2.0,103.0,Somwar Peth,0.03229324099405024,3
10157,Super built-up  Area,1,128.2697082088187,1090.0,2.0,1.0,47.42,Swargate,0.020833731897227908,2
10158,Super built-up  Area,1,128.2697082088187,2000.0,2.0,0.0,75.0,Tilak Road,0.03824300281226684,2
10159,Super built-up  Area,1,102.38169424287464,1155.0,2.0,2.0,69.0,Uruli Devachi,0.022077251248302118,2
10160,Built-up  Area,1,128.2697082088187,4000.0,6.0,0.0,230.0,Vadgaon Budruk,0.07650513669147328,1
10161,Built-up  Area,0,123.11197661668707,3913.0,5.0,0.0,176.0,Wadgaon Sheri,0.0748407338677278,1
10162,Super built-up  Area,1,263.0516815153941,3520.0,5.0,2.0,320.0,Viman Nagar,0.06732222456046373,3
10163,Super built-up  Area,0,128.2697082088187,1125.0,2.0,2.0,39.98,Vishrant Wadi,0.021503319240114022,2
10164,Built-up  Area,0,96.95898246251531,1847.0,3.0,3.0,92.0,Wagholi,0.03531594957050755,3
10165,Super built-up  Area,1,95.52455138573178,1515.0,2.0,1.0,76.0,Wakadewadi,0.028964435346559278,3
10166,Plot  Area,1,128.2697082088187,3450.0,7.0,2.0,225.0,Wanowrie,0.06598304987469152,1
10167,Plot  Area,1,128.2697082088187,2500.0,3.0,1.0,120.0,Warje,0.04780853628206845,1
10168,Built-up  Area,1,102.94530995002042,1130.0,2.0,2.0,55.0,Yerawada,0.021598974574812038,2
10169,Super built-up  Area,1,93.58398246251531,1049.0,2.0,1.0,51.0,Alandi Road,0.020049358152704175,2
10170,Super built-up  Area,1,128.2697082088187,2650.0,4.0,0.0,175.0,Ambegaon Budruk,0.050678196323008934,3
10171,Super built-up  Area,0,128.2697082088187,850.0,2.0,1.0,25.4,Anandnagar,0.016242275831723135,2
10172,Super built-up  Area,0,103.02011623125766,1842.0,3.0,2.0,115.0,Aundh,0.03522029423580953,3
10173,Plot  Area,1,128.2697082088187,2600.0,5.0,3.0,370.0,Aundh Road,0.049721642976028775,1
10174,Super built-up  Area,0,94.00242885556916,1282.0,2.0,1.0,72.0,Balaji Nagar,0.02450689674963173,2
10175,Super built-up  Area,1,84.70898246251531,800.0,2.0,1.0,40.0,Baner,0.015285722484742975,2
10176,Plot  Area,1,128.2697082088187,1200.0,4.0,2.0,240.0,Baner road,0.022938149260584264,1
10177,Super built-up  Area,0,35.724663069233905,1190.0,2.0,2.0,30.35,Bhandarkar Road,0.022746838591188232,3
10178,Super built-up  Area,0,75.11727569286589,1318.0,2.0,1.0,68.0,Bhavani Peth,0.02519561515945744,3
10179,Super built-up  Area,0,108.48178826552147,1698.0,2.0,1.0,105.0,Bibvewadi,0.032465420596506665,2
10180,Super built-up  Area,1,128.2697082088187,2030.0,2.0,1.0,182.0,Bopodi,0.03881693482045494,3
10181,Super built-up  Area,1,76.56465107779138,1276.0,2.0,1.0,31.9,Budhwar Peth,0.024392110347994107,3
10182,Super built-up  Area,1,93.45898246251531,1555.0,2.0,1.0,67.0,Bund Garden Road,0.029729678024143405,3
10183,Super built-up  Area,0,96.82187410000721,1881.0,3.0,2.0,145.0,Camp,0.03596640584645406,3
10184,Super built-up  Area,1,128.2697082088187,2900.0,3.0,2.0,325.0,Chandan Nagar,0.05546096305790974,3
10185,Super built-up  Area,0,110.80598830834354,1890.0,3.0,2.0,109.0,Dapodi,0.036138585448910486,3
10186,Super built-up  Area,1,128.2697082088187,900.0,5.0,2.0,135.0,Deccan Gymkhana,0.017198829178703297,5
10187,Super built-up  Area,0,67.91886623125765,935.0,2.0,1.0,32.0,Dehu Road,0.01786841652158941,2
10188,Super built-up  Area,1,103.44530995002042,1000.0,2.0,3.0,58.0,Dhankawadi,0.01911193587266362,2
10189,Super built-up  Area,1,128.2697082088187,1510.0,3.0,2.0,75.0,Dhayari Phata,0.028868780011861262,3
10190,Built-up  Area,1,128.2697082088187,1120.0,2.0,1.0,50.0,Dhole Patil Road,0.021407663905416006,2
10191,Super built-up  Area,1,128.2697082088187,930.0,2.0,1.0,25.99,Erandwane,0.017772761186891393,2
10192,Super built-up  Area,1,60.666991231257654,1160.0,2.0,2.0,42.0,Fatima Nagar,0.022172906583000133,3
10193,Super built-up  Area,1,51.87343364353085,1419.0,2.0,2.0,48.1,Fergusson College Road,0.027127852920357368,2
10194,Super built-up  Area,1,128.2697082088187,1175.0,2.0,2.0,62.0,Ganesh Peth,0.02245987258709418,2
10195,Built-up  Area,1,104.27864328335374,1350.0,2.0,1.0,63.0,Ganeshkhind,0.025807809301524747,3
10196,Super built-up  Area,1,260.2985189315854,2215.0,3.0,2.0,330.0,Ghorpade Peth,0.042356182204281535,3
10197,Super built-up  Area,1,66.5192599727384,996.0,2.0,1.0,24.9,Ghorpadi,0.019035411604905204,2
10198,Super built-up  Area,0,90.07455138573178,1076.0,2.0,1.0,30.13,Gokhale Nagar,0.020565896960073462,2
10199,Super built-up  Area,1,128.2697082088187,2180.0,4.0,3.0,115.0,Gultekdi,0.04168659486139542,4
10200,Super built-up  Area,1,100.19084712143732,1715.0,3.0,3.0,112.0,Guruwar peth,0.03279064873447992,3
10201,Super built-up  Area,1,81.26718597001225,1072.0,2.0,2.0,45.0,Hadapsar,0.02048937269231505,2
10202,Super built-up  Area,1,105.95312281430321,1230.0,2.0,1.0,80.0,Hadapsar Industrial Estate,0.02351208126877236,2
10203,Super built-up  Area,1,128.2697082088187,1600.0,2.0,1.0,65.0,Hingne Khurd,0.03059057603642555,3
10204,Super built-up  Area,0,77.46387822647418,1411.0,3.0,1.0,93.25,Jangali Maharaj Road,0.026974804384840543,3
10205,Built-up  Area,1,128.2697082088187,3600.0,5.0,3.0,145.0,Kalyani Nagar,0.068852709915632,5
